hour,day_of_week,is_weekend,month,is_monsoon,road_type,road_length_m,congestion_score
20,1,0,2,0,trunk,1076.4,0.816
0,6,1,8,1,residential,1022.6,0.05
16,0,0,6,1,secondary,89.0,1.0
12,6,1,8,1,residential,168.2,0.513
15,4,0,3,0,tertiary,506.4,0.639
4,6,1,12,0,residential,1196.5,0.126
3,6,1,4,0,secondary,778.8,0.087
11,4,0,9,1,trunk,1574.0,0.919
22,0,0,5,0,primary,873.8,0.306
3,1,0,11,1,primary,222.2,0.094
10,2,0,11,1,tertiary,654.6,0.871
21,2,0,7,1,primary,85.7,0.697
12,6,1,9,1,primary,1766.2,0.675
21,4,0,12,0,residential,501.4,0.477
19,5,1,11,1,tertiary,1883.2,0.65
0,3,0,4,0,residential,385.3,0.05
9,0,0,4,0,secondary,1884.5,1.0
9,0,0,2,0,secondary,196.9,1.0
17,2,0,7,1,secondary,1805.0,1.0
10,2,0,1,0,primary,354.9,0.761
0,2,0,4,0,primary,1828.8,0.05
13,3,0,8,1,residential,723.2,0.739
19,6,1,9,1,secondary,796.5,0.798
9,4,0,12,0,primary,842.6,1.0
11,1,0,2,0,trunk,1802.3,0.698
16,3,0,1,0,primary,1524.5,0.943
12,0,0,9,1,residential,1771.4,0.624
22,6,1,4,0,trunk,302.3,0.23
12,3,0,9,1,secondary,223.8,0.964
10,6,1,1,0,trunk,1628.8,0.38
23,1,0,4,0,secondary,1559.0,0.103
18,3,0,11,1,tertiary,1950.2,1.0
21,6,1,8,1,secondary,1900.9,0.466
18,5,1,12,0,secondary,1228.7,0.863
20,0,0,4,0,secondary,319.6,0.858
2,4,0,7,1,trunk,1309.1,0.05
11,3,0,10,1,secondary,1827.3,0.657
23,5,1,7,1,trunk,749.1,0.258
12,0,0,7,1,trunk,234.8,0.925
21,6,1,2,0,secondary,1541.5,0.433
17,0,0,3,0,tertiary,1736.2,1.0
8,3,0,7,1,primary,634.5,1.0
9,1,0,5,0,primary,612.8,1.0
12,1,0,7,1,primary,1748.2,0.78
12,2,0,4,0,primary,1763.4,0.772
14,3,0,7,1,primary,1925.4,0.852
22,1,0,2,0,secondary,1252.6,0.252
14,2,0,8,1,residential,790.7,0.726
7,3,0,8,1,residential,1826.4,0.831
8,1,0,8,1,trunk,658.2,1.0
5,6,1,9,1,residential,1298.8,0.135
23,4,0,3,0,residential,1951.6,0.121
5,2,0,12,0,trunk,1244.5,0.24
19,4,0,10,1,tertiary,1334.5,1.0
16,0,0,10,1,tertiary,1401.4,0.888
14,2,0,7,1,primary,1460.5,0.81
1,4,0,7,1,residential,1674.9,0.05
12,4,0,5,0,trunk,189.9,0.824
12,6,1,3,0,tertiary,947.3,0.506
12,4,0,4,0,trunk,1491.4,0.752
10,0,0,3,0,primary,705.8,0.81
16,0,0,12,0,residential,1027.3,0.792
9,3,0,8,1,primary,271.5,1.0
0,5,1,3,0,secondary,426.6,0.082
4,3,0,1,0,residential,773.8,0.086
6,6,1,8,1,trunk,1206.2,0.296
22,1,0,4,0,tertiary,624.5,0.298
2,1,0,10,1,primary,657.3,0.157
18,6,1,7,1,secondary,1430.4,0.903
9,6,1,1,0,tertiary,1707.0,0.271
1,2,0,6,1,primary,1505.9,0.086
13,0,0,6,1,trunk,1051.3,0.999
18,1,0,11,1,tertiary,461.7,1.0
16,5,1,9,1,secondary,368.0,0.709
15,0,0,3,0,primary,259.3,0.735
21,6,1,1,0,secondary,1645.2,0.337
19,5,1,12,0,secondary,1073.1,0.698
16,4,0,7,1,tertiary,1782.8,1.0
18,5,1,2,0,residential,1126.3,0.684
11,2,0,11,1,trunk,1412.4,0.94
2,5,1,2,0,tertiary,520.5,0.08
12,6,1,11,1,tertiary,605.6,0.653
14,5,1,5,0,secondary,152.3,0.43
14,4,0,12,0,tertiary,1633.9,0.625
12,3,0,12,0,primary,262.4,0.72
17,5,1,2,0,residential,1844.0,0.569
19,3,0,5,0,primary,771.6,1.0
13,0,0,12,0,primary,968.5,0.803
17,1,0,11,1,trunk,792.7,1.0
15,1,0,1,0,residential,620.1,0.544
17,5,1,1,0,secondary,940.0,0.641
4,3,0,4,0,primary,268.1,0.109
18,4,0,7,1,trunk,1590.5,1.0
4,0,0,8,1,tertiary,1755.8,0.149
10,4,0,10,1,trunk,1094.4,0.831
9,6,1,4,0,trunk,94.0,0.479
12,4,0,5,0,primary,1659.3,0.669
11,2,0,12,0,residential,434.2,0.6
2,2,0,11,1,residential,1448.3,0.05
4,4,0,2,0,tertiary,1863.1,0.06
2,1,0,11,1,primary,294.0,0.095
15,6,1,7,1,secondary,1209.9,0.565
22,5,1,10,1,tertiary,1568.3,0.35
14,3,0,9,1,residential,1375.6,0.647
18,3,0,5,0,residential,263.3,1.0
15,2,0,4,0,tertiary,126.0,0.647
13,0,0,11,1,trunk,1814.5,1.0
3,0,0,8,1,tertiary,867.4,0.05
9,6,1,5,0,primary,854.3,0.458
3,3,0,3,0,residential,1249.1,0.063
19,3,0,8,1,secondary,1555.1,1.0
7,1,0,3,0,secondary,789.6,0.97
6,3,0,4,0,primary,1150.8,0.481
6,3,0,10,1,trunk,1894.1,0.62
1,0,0,7,1,residential,1134.8,0.098
11,3,0,10,1,primary,1294.8,0.936
14,6,1,1,0,primary,357.5,0.501
21,6,1,10,1,tertiary,1387.2,0.327
12,2,0,7,1,primary,1000.6,0.892
22,5,1,7,1,tertiary,1831.3,0.276
6,0,0,1,0,tertiary,689.2,0.331
12,4,0,6,1,trunk,405.6,0.896
4,6,1,12,0,primary,85.9,0.05
23,5,1,10,1,residential,1311.1,0.184
3,2,0,5,0,secondary,1295.1,0.126
0,1,0,5,0,secondary,52.5,0.099
12,5,1,9,1,residential,1703.6,0.494
23,3,0,7,1,trunk,1989.0,0.212
0,5,1,12,0,trunk,285.7,0.05
3,0,0,7,1,residential,261.9,0.065
8,3,0,12,0,tertiary,1039.5,1.0
11,4,0,10,1,trunk,54.4,0.92
20,5,1,2,0,residential,1356.8,0.31
3,6,1,4,0,residential,1607.1,0.124
22,1,0,3,0,secondary,1920.8,0.321
12,6,1,2,0,primary,321.8,0.529
7,6,1,1,0,tertiary,97.8,0.172
7,4,0,10,1,tertiary,995.5,0.882
9,4,0,9,1,primary,1405.4,1.0
17,1,0,5,0,residential,638.9,0.824
23,3,0,10,1,tertiary,1854.7,0.159
14,6,1,6,1,residential,887.0,0.471
19,3,0,3,0,primary,483.9,1.0
5,4,0,6,1,primary,273.3,0.261
18,3,0,7,1,primary,127.7,1.0
16,5,1,1,0,trunk,946.1,0.541
12,5,1,8,1,primary,1751.7,0.67
7,6,1,9,1,trunk,467.2,0.481
19,0,0,5,0,tertiary,1272.0,1.0
15,6,1,3,0,trunk,1726.8,0.571
19,1,0,1,0,tertiary,301.7,0.981
17,2,0,10,1,primary,1555.1,1.0
7,0,0,2,0,trunk,905.1,1.0
15,1,0,3,0,tertiary,259.6,0.729
16,3,0,6,1,primary,1414.0,1.0
3,5,1,10,1,tertiary,1619.9,0.071
19,5,1,12,0,secondary,361.2,0.672
8,2,0,5,0,primary,1448.2,1.0
12,3,0,2,0,tertiary,1168.6,0.644
1,4,0,8,1,residential,1416.9,0.086
17,3,0,2,0,trunk,416.8,1.0
10,5,1,10,1,primary,624.5,0.455
2,6,1,2,0,residential,382.4,0.05
11,0,0,9,1,secondary,158.1,0.873
17,3,0,2,0,residential,1882.5,1.0
3,1,0,6,1,secondary,1924.7,0.083
14,6,1,4,0,secondary,1966.2,0.447
22,2,0,8,1,primary,1506.3,0.429
18,6,1,6,1,trunk,414.3,1.0
15,6,1,11,1,trunk,356.4,0.587
8,5,1,7,1,trunk,1908.6,0.569
2,6,1,2,0,residential,329.6,0.05
2,5,1,4,0,residential,149.8,0.05
12,3,0,2,0,residential,1826.9,0.501
15,1,0,8,1,primary,344.6,1.0
13,1,0,2,0,primary,1092.3,0.852
0,4,0,4,0,secondary,86.5,0.087
2,2,0,12,0,secondary,1292.8,0.05
18,1,0,9,1,tertiary,1694.4,1.0
2,5,1,2,0,trunk,1208.5,0.05
7,0,0,8,1,secondary,205.4,1.0
15,6,1,3,0,trunk,928.3,0.581
14,0,0,4,0,primary,640.2,0.738
21,3,0,9,1,primary,1496.1,0.548
23,3,0,11,1,residential,1252.4,0.129
23,0,0,10,1,residential,1083.3,0.052
11,1,0,10,1,trunk,1975.0,0.713
2,1,0,2,0,residential,1272.8,0.05
8,2,0,9,1,tertiary,1626.9,1.0
5,5,1,4,0,secondary,557.4,0.081
1,1,0,6,1,trunk,1322.5,0.127
0,4,0,9,1,trunk,346.9,0.05
14,0,0,1,0,trunk,1345.6,0.721
2,2,0,10,1,trunk,895.0,0.135
12,5,1,1,0,trunk,1503.6,0.521
10,2,0,8,1,residential,1947.9,0.608
16,6,1,9,1,primary,1502.1,0.712
4,2,0,8,1,trunk,205.4,0.141
3,0,0,11,1,primary,1596.5,0.137
15,2,0,5,0,residential,1182.3,0.599
6,0,0,7,1,trunk,1400.2,0.723
11,5,1,11,1,primary,807.2,0.539
22,4,0,1,0,residential,142.0,0.257
3,4,0,12,0,residential,612.8,0.093
18,6,1,3,0,secondary,1511.8,0.689
2,6,1,10,1,primary,273.5,0.173
16,6,1,5,0,secondary,1942.1,0.577
14,0,0,10,1,secondary,171.5,0.938
20,6,1,5,0,residential,1829.1,0.363
16,3,0,6,1,secondary,713.4,1.0
17,1,0,3,0,tertiary,1929.2,1.0
23,6,1,6,1,primary,509.7,0.217
22,3,0,12,0,trunk,776.8,0.347
5,2,0,7,1,trunk,477.8,0.28
13,4,0,8,1,trunk,1057.2,1.0
15,3,0,3,0,primary,650.6,0.743
18,3,0,2,0,trunk,1050.0,1.0
3,5,1,7,1,trunk,879.7,0.061
11,2,0,12,0,secondary,1590.0,0.644
8,0,0,4,0,tertiary,999.5,0.997
19,3,0,5,0,tertiary,1402.8,0.999
13,3,0,9,1,trunk,1203.6,0.981
10,1,0,3,0,trunk,418.2,0.765
20,4,0,1,0,primary,241.2,0.807
21,6,1,9,1,residential,391.0,0.307
23,0,0,3,0,primary,1404.8,0.129
11,3,0,11,1,tertiary,922.5,0.744
21,0,0,7,1,primary,198.6,0.674
2,4,0,2,0,secondary,1887.7,0.076
13,5,1,5,0,primary,1396.0,0.399
18,2,0,9,1,primary,1574.9,1.0
9,0,0,5,0,residential,1821.2,0.793
7,2,0,1,0,secondary,1624.6,0.914
18,3,0,5,0,primary,806.2,1.0
5,1,0,9,1,tertiary,741.5,0.313
7,3,0,7,1,primary,1910.6,1.0
7,2,0,3,0,primary,1020.7,1.0
3,0,0,9,1,secondary,1917.8,0.068
7,0,0,12,0,tertiary,194.7,0.792
0,2,0,11,1,trunk,220.7,0.104
20,4,0,7,1,primary,1430.9,0.987
1,4,0,5,0,residential,1174.6,0.16
22,3,0,7,1,trunk,1077.0,0.49
12,6,1,5,0,tertiary,1036.7,0.544
19,2,0,5,0,residential,1687.0,0.975
6,1,0,4,0,primary,131.6,0.452
23,0,0,5,0,residential,243.2,0.081
4,1,0,5,0,secondary,763.6,0.05
23,5,1,1,0,primary,1822.2,0.074
2,4,0,5,0,primary,1516.4,0.05
3,0,0,3,0,trunk,720.7,0.14
16,0,0,9,1,residential,1480.9,0.896
9,3,0,6,1,residential,1661.1,1.0
20,2,0,12,0,secondary,1298.5,0.768
15,1,0,8,1,tertiary,208.1,0.877
11,5,1,5,0,residential,1493.9,0.343
4,1,0,11,1,trunk,1774.8,0.137
1,0,0,10,1,residential,648.4,0.05
18,0,0,10,1,primary,1310.6,1.0
3,2,0,2,0,tertiary,238.3,0.05
11,4,0,5,0,primary,162.5,0.84
12,2,0,7,1,primary,1126.6,0.853
11,2,0,11,1,tertiary,1215.2,0.631
18,6,1,8,1,residential,753.1,0.757
2,1,0,4,0,tertiary,83.7,0.141
10,1,0,3,0,trunk,101.3,0.761
9,0,0,11,1,primary,746.8,1.0
8,1,0,1,0,primary,338.2,1.0
3,3,0,3,0,secondary,132.1,0.05
5,0,0,9,1,secondary,629.4,0.291
2,5,1,10,1,trunk,1325.4,0.079
9,0,0,11,1,secondary,1922.4,1.0
1,5,1,12,0,residential,490.5,0.05
12,5,1,2,0,trunk,917.0,0.563
8,4,0,8,1,trunk,1824.3,1.0
21,2,0,3,0,tertiary,1090.3,0.557
7,6,1,6,1,tertiary,1289.0,0.254
3,2,0,4,0,residential,1862.7,0.089
9,1,0,9,1,residential,298.0,1.0
9,4,0,7,1,primary,881.1,1.0
3,2,0,5,0,secondary,757.4,0.09
18,6,1,11,1,residential,1179.0,0.6
15,2,0,12,0,residential,1169.2,0.651
11,0,0,9,1,trunk,51.9,0.873
18,2,0,9,1,tertiary,698.0,1.0
21,5,1,3,0,trunk,808.5,0.315
7,3,0,1,0,tertiary,974.5,0.764
19,4,0,6,1,residential,1119.3,1.0
1,2,0,2,0,trunk,512.5,0.066
14,2,0,6,1,tertiary,1287.2,0.791
3,2,0,3,0,trunk,712.1,0.072
18,1,0,7,1,trunk,488.6,1.0
3,0,0,1,0,tertiary,724.4,0.058
20,5,1,11,1,tertiary,808.5,0.43
6,2,0,11,1,trunk,465.3,0.585
6,2,0,10,1,primary,859.8,0.671
11,5,1,6,1,residential,926.8,0.423
11,2,0,11,1,tertiary,424.5,0.791
7,1,0,2,0,trunk,1975.6,1.0
22,1,0,11,1,primary,1450.9,0.425
3,5,1,1,0,secondary,1108.3,0.05
17,0,0,1,0,residential,1494.4,0.989
17,4,0,9,1,primary,1724.8,1.0
0,5,1,7,1,residential,1885.8,0.05
16,2,0,4,0,secondary,1879.4,0.863
17,1,0,4,0,trunk,178.8,1.0
5,3,0,3,0,tertiary,1232.4,0.265
8,0,0,6,1,tertiary,438.5,1.0
8,3,0,10,1,trunk,1222.6,1.0
9,1,0,10,1,tertiary,1640.8,1.0
5,2,0,12,0,trunk,74.7,0.229
7,5,1,6,1,trunk,598.6,0.4
0,0,0,4,0,secondary,1687.9,0.07
23,4,0,3,0,residential,1330.0,0.128
12,0,0,2,0,residential,496.8,0.531
11,2,0,1,0,tertiary,235.6,0.635
17,0,0,12,0,residential,1704.2,1.0
2,2,0,3,0,residential,1593.1,0.05
4,2,0,5,0,secondary,853.2,0.05
8,5,1,12,0,primary,219.3,0.407
16,0,0,1,0,secondary,1306.3,0.844
3,1,0,6,1,trunk,979.3,0.12
16,4,0,6,1,residential,568.5,0.808
2,3,0,8,1,trunk,1873.0,0.081
7,3,0,3,0,tertiary,849.7,0.701
15,1,0,5,0,secondary,1703.9,0.795
17,4,0,10,1,primary,1254.4,1.0
0,1,0,5,0,secondary,93.3,0.05
2,6,1,3,0,residential,951.3,0.065
12,1,0,6,1,trunk,772.4,0.974
17,3,0,5,0,tertiary,266.8,1.0
16,2,0,3,0,primary,993.9,0.988
23,1,0,8,1,tertiary,1550.3,0.277
19,2,0,1,0,tertiary,1966.1,1.0
15,4,0,12,0,trunk,1706.1,0.796
15,0,0,7,1,primary,1279.6,0.955
9,6,1,10,1,trunk,1275.6,0.669
4,3,0,4,0,trunk,1391.3,0.1
4,3,0,10,1,tertiary,218.9,0.15
18,3,0,4,0,secondary,431.6,1.0
1,4,0,9,1,residential,140.6,0.05
5,4,0,9,1,tertiary,1511.4,0.209
9,4,0,8,1,secondary,591.5,1.0
6,6,1,11,1,tertiary,796.7,0.155
18,3,0,6,1,trunk,286.4,1.0
11,1,0,3,0,primary,1958.4,0.686
20,4,0,2,0,tertiary,1772.3,0.589
17,0,0,3,0,secondary,880.0,1.0
23,4,0,9,1,residential,799.2,0.129
4,1,0,6,1,primary,189.4,0.13
10,5,1,3,0,secondary,679.2,0.368
9,2,0,8,1,primary,457.6,1.0
17,5,1,2,0,primary,1646.2,0.932
20,1,0,3,0,tertiary,966.2,0.546
15,1,0,1,0,trunk,242.9,0.84
7,3,0,6,1,residential,1902.5,0.953
21,2,0,6,1,primary,1997.7,0.745
6,0,0,2,0,residential,710.5,0.34
8,6,1,9,1,residential,814.6,0.379
23,4,0,2,0,residential,812.4,0.177
11,2,0,11,1,primary,1591.8,0.736
2,6,1,4,0,residential,153.3,0.05
3,3,0,2,0,tertiary,1879.7,0.083
5,6,1,11,1,secondary,1234.3,0.124
22,6,1,5,0,tertiary,440.9,0.248
10,0,0,7,1,tertiary,1595.5,0.892
3,4,0,11,1,primary,1574.6,0.14
23,1,0,9,1,primary,1346.3,0.212
5,0,0,8,1,trunk,825.9,0.227
20,4,0,8,1,trunk,1106.8,1.0
10,5,1,10,1,primary,491.0,0.466
21,4,0,8,1,trunk,1495.1,0.665
8,5,1,10,1,primary,873.4,0.454
15,0,0,11,1,trunk,1075.6,1.0
15,6,1,9,1,trunk,693.2,0.692
17,6,1,6,1,secondary,1326.8,0.868
19,2,0,1,0,primary,1746.3,1.0
22,0,0,11,1,tertiary,1883.3,0.447
18,4,0,6,1,primary,256.1,1.0
15,6,1,9,1,residential,439.4,0.527
1,4,0,6,1,primary,1410.5,0.05
11,3,0,11,1,primary,1406.9,0.849
10,2,0,1,0,secondary,424.4,0.822
23,2,0,3,0,residential,1142.4,0.116
19,5,1,11,1,residential,1196.2,0.625
20,5,1,10,1,tertiary,954.8,0.468
13,4,0,5,0,tertiary,178.2,0.739
20,0,0,3,0,secondary,1062.4,0.814
14,6,1,9,1,trunk,1370.0,0.574
9,5,1,8,1,residential,1897.5,0.33
0,4,0,7,1,secondary,1488.1,0.182
4,2,0,10,1,tertiary,445.9,0.05
3,6,1,1,0,trunk,1122.0,0.05
14,1,0,8,1,secondary,1604.8,0.747
12,3,0,6,1,tertiary,1767.1,0.776
6,0,0,4,0,residential,681.1,0.417
7,3,0,5,0,tertiary,1966.3,0.829
16,6,1,12,0,trunk,447.3,0.493
22,3,0,9,1,secondary,1149.2,0.462
1,2,0,10,1,residential,1001.8,0.05
4,3,0,12,0,trunk,1541.5,0.211
13,6,1,4,0,residential,1402.9,0.336
16,6,1,1,0,primary,575.3,0.591
5,5,1,12,0,trunk,1877.6,0.097
17,5,1,3,0,secondary,1177.7,0.628
15,0,0,9,1,residential,978.4,0.789
10,5,1,3,0,tertiary,1387.9,0.386
2,0,0,3,0,trunk,1168.4,0.066
4,0,0,1,0,secondary,1993.3,0.05
1,0,0,10,1,secondary,1998.0,0.092
21,5,1,5,0,secondary,1019.0,0.366
3,5,1,9,1,primary,1890.9,0.05
8,1,0,1,0,residential,254.0,0.974
20,1,0,1,0,tertiary,1506.1,0.612
9,2,0,1,0,trunk,307.4,1.0
19,4,0,12,0,residential,1061.0,0.882
17,0,0,10,1,residential,596.3,1.0
20,3,0,5,0,trunk,1766.1,0.8
5,1,0,3,0,trunk,827.3,0.24
10,0,0,5,0,residential,593.4,0.576
14,0,0,12,0,residential,620.8,0.476
17,4,0,5,0,primary,1937.0,1.0
13,3,0,2,0,secondary,576.3,0.769
21,0,0,2,0,secondary,1610.9,0.503
8,5,1,2,0,trunk,254.9,0.434
12,1,0,12,0,primary,94.8,0.727
12,4,0,11,1,secondary,847.0,0.765
5,5,1,1,0,secondary,142.0,0.128
6,0,0,5,0,primary,1620.3,0.496
8,1,0,3,0,trunk,746.7,1.0
9,0,0,11,1,tertiary,1604.9,1.0
18,6,1,7,1,primary,1430.6,1.0
8,6,1,8,1,secondary,1617.4,0.52
18,3,0,1,0,residential,1833.2,1.0
9,2,0,7,1,secondary,83.8,1.0
15,0,0,10,1,trunk,198.5,0.965
15,1,0,5,0,secondary,1713.3,0.75
2,0,0,5,0,primary,953.9,0.08
17,6,1,2,0,secondary,1933.0,0.672
19,1,0,10,1,primary,1014.5,1.0
7,6,1,10,1,tertiary,387.2,0.243
4,2,0,8,1,primary,861.4,0.067
21,5,1,10,1,secondary,300.0,0.368
3,3,0,12,0,tertiary,146.6,0.05
0,2,0,9,1,trunk,752.1,0.107
8,6,1,12,0,tertiary,886.4,0.288
13,3,0,4,0,trunk,988.1,0.846
2,1,0,12,0,primary,802.0,0.054
7,2,0,8,1,tertiary,1291.5,0.962
14,2,0,7,1,residential,744.2,0.652
21,3,0,8,1,residential,823.7,0.515
2,1,0,5,0,trunk,251.2,0.135
18,6,1,12,0,tertiary,1823.6,0.634
4,1,0,2,0,residential,1987.7,0.125
8,5,1,6,1,secondary,1418.4,0.412
22,5,1,3,0,primary,647.0,0.415
3,0,0,1,0,tertiary,1165.8,0.101
1,6,1,1,0,tertiary,1693.4,0.17
3,6,1,10,1,trunk,424.2,0.089
1,2,0,10,1,primary,1097.0,0.05
13,2,0,4,0,trunk,941.7,0.84
14,4,0,4,0,tertiary,227.9,0.584
17,0,0,8,1,tertiary,120.0,1.0
6,2,0,5,0,tertiary,268.9,0.466
13,2,0,1,0,secondary,1464.3,0.717
23,1,0,12,0,primary,1347.3,0.136
17,2,0,10,1,tertiary,55.0,1.0
22,6,1,2,0,tertiary,707.0,0.18
18,2,0,10,1,trunk,1698.0,1.0
8,0,0,10,1,residential,266.9,1.0
10,6,1,4,0,residential,1629.7,0.331
20,3,0,1,0,secondary,303.2,0.764
1,5,1,4,0,secondary,1403.0,0.073
2,2,0,5,0,trunk,286.2,0.102
18,1,0,2,0,residential,709.0,0.975
17,0,0,2,0,primary,1735.6,1.0
9,3,0,9,1,residential,1903.2,1.0
0,1,0,2,0,tertiary,457.5,0.082
8,2,0,1,0,secondary,756.9,1.0
14,1,0,2,0,secondary,1345.2,0.602
4,0,0,4,0,primary,1942.0,0.134
6,2,0,12,0,residential,790.2,0.348
12,1,0,10,1,primary,1922.0,1.0
2,2,0,4,0,trunk,588.2,0.05
8,0,0,7,1,primary,199.9,1.0
4,0,0,6,1,trunk,586.7,0.154
8,3,0,6,1,secondary,1257.2,1.0
16,0,0,4,0,secondary,770.5,0.897
6,5,1,4,0,residential,1821.6,0.11
11,0,0,9,1,primary,1363.6,0.933
11,3,0,6,1,trunk,326.8,0.966
16,3,0,9,1,residential,222.0,0.934
21,2,0,9,1,residential,1239.1,0.67
1,5,1,12,0,trunk,170.6,0.073
4,4,0,5,0,trunk,661.8,0.149
13,3,0,8,1,secondary,240.8,1.0
19,5,1,7,1,secondary,1395.2,0.841
10,2,0,8,1,primary,280.0,0.897
2,2,0,4,0,tertiary,1235.4,0.067
19,1,0,10,1,tertiary,364.3,1.0
5,4,0,12,0,secondary,1826.1,0.129
11,3,0,6,1,trunk,1531.2,0.838
9,0,0,3,0,trunk,1332.6,1.0
0,3,0,5,0,trunk,203.4,0.124
7,2,0,8,1,trunk,1952.5,1.0
8,6,1,12,0,tertiary,1862.8,0.191
7,2,0,1,0,residential,1115.3,0.683
7,4,0,4,0,trunk,809.3,1.0
12,5,1,3,0,residential,432.9,0.41
3,4,0,3,0,trunk,626.6,0.05
22,5,1,9,1,residential,593.3,0.27
21,5,1,1,0,secondary,1344.3,0.301
20,5,1,9,1,residential,1033.6,0.475
19,6,1,10,1,tertiary,1856.0,0.637
20,1,0,10,1,residential,624.9,0.856
4,3,0,8,1,primary,1153.6,0.235
19,0,0,11,1,primary,1266.3,1.0
12,2,0,5,0,residential,967.9,0.629
18,0,0,2,0,trunk,1029.8,1.0
23,6,1,2,0,tertiary,922.0,0.157
22,0,0,9,1,secondary,1937.5,0.311
15,5,1,3,0,tertiary,1048.4,0.411
17,1,0,11,1,trunk,553.9,1.0
3,5,1,9,1,primary,566.0,0.05
2,1,0,9,1,trunk,1152.6,0.152
15,2,0,11,1,tertiary,1631.1,0.979
13,6,1,12,0,secondary,813.5,0.517
15,0,0,5,0,residential,132.3,0.651
5,1,0,8,1,primary,1329.0,0.32
5,0,0,12,0,secondary,64.4,0.2
7,6,1,6,1,trunk,283.7,0.431
21,3,0,10,1,tertiary,211.8,0.547
21,3,0,11,1,secondary,1419.2,0.602
16,4,0,8,1,secondary,504.3,1.0
19,0,0,10,1,trunk,1050.0,1.0
5,6,1,3,0,trunk,353.9,0.218
14,3,0,1,0,secondary,761.7,0.596
11,4,0,6,1,tertiary,1692.0,0.624
1,2,0,5,0,trunk,1464.0,0.05
18,0,0,3,0,trunk,1032.7,1.0
22,5,1,10,1,residential,923.5,0.155
7,3,0,1,0,residential,1505.4,0.79
4,1,0,1,0,primary,1271.5,0.05
23,2,0,6,1,residential,1600.1,0.171
19,2,0,11,1,primary,816.3,1.0
13,5,1,8,1,tertiary,1602.0,0.597
6,3,0,5,0,residential,149.3,0.346
12,1,0,9,1,residential,1352.3,0.618
12,5,1,9,1,residential,1664.2,0.518
0,2,0,4,0,primary,1086.3,0.119
17,3,0,6,1,trunk,685.2,1.0
23,0,0,8,1,secondary,951.2,0.2
1,0,0,4,0,tertiary,225.3,0.065
17,1,0,9,1,residential,104.7,1.0
2,3,0,2,0,trunk,1197.1,0.05
14,2,0,6,1,primary,1697.7,0.913
19,3,0,1,0,residential,571.3,0.86
22,3,0,11,1,primary,1298.3,0.407
7,6,1,5,0,residential,257.4,0.154
20,2,0,3,0,tertiary,1277.5,0.776
4,3,0,9,1,secondary,155.0,0.154
0,4,0,11,1,secondary,1209.3,0.086
2,6,1,7,1,trunk,680.4,0.108
4,1,0,4,0,tertiary,688.5,0.05
1,6,1,9,1,trunk,874.1,0.171
23,6,1,4,0,residential,1722.8,0.069
12,3,0,8,1,primary,1331.7,1.0
13,0,0,6,1,primary,1437.5,0.993
11,0,0,2,0,trunk,496.8,0.662
22,5,1,2,0,tertiary,1464.0,0.194
1,3,0,10,1,primary,583.2,0.197
6,2,0,4,0,primary,936.3,0.468
23,1,0,5,0,residential,262.8,0.164
4,2,0,11,1,primary,180.1,0.122
2,2,0,9,1,primary,319.7,0.05
12,2,0,9,1,secondary,689.5,0.846
15,1,0,9,1,secondary,1706.6,1.0
16,4,0,6,1,residential,102.5,0.997
19,2,0,6,1,residential,1045.9,1.0
6,0,0,10,1,tertiary,1008.7,0.571
13,2,0,10,1,primary,401.8,1.0
8,6,1,11,1,trunk,547.3,0.491
14,5,1,12,0,trunk,652.4,0.4
8,2,0,10,1,primary,1483.6,1.0
7,0,0,8,1,residential,273.3,0.982
10,5,1,1,0,secondary,1134.5,0.421
0,6,1,2,0,primary,1039.9,0.05
2,0,0,9,1,primary,1580.9,0.125
22,4,0,9,1,primary,1405.4,0.431
3,0,0,5,0,residential,56.4,0.055
20,5,1,5,0,tertiary,1411.1,0.402
7,6,1,11,1,secondary,730.8,0.379
2,6,1,12,0,primary,1147.5,0.072
2,0,0,10,1,tertiary,756.4,0.056
4,3,0,6,1,trunk,1297.5,0.089
9,6,1,7,1,secondary,1376.8,0.536
0,0,0,9,1,trunk,1107.2,0.144
13,2,0,12,0,primary,651.2,0.801
14,3,0,3,0,secondary,398.6,0.569
13,6,1,10,1,secondary,202.5,0.718
18,1,0,6,1,tertiary,1095.8,1.0
6,1,0,8,1,residential,1730.3,0.54
2,4,0,11,1,trunk,1458.4,0.135
2,0,0,1,0,secondary,1645.3,0.05
10,5,1,4,0,residential,1968.3,0.269
7,1,0,6,1,trunk,661.7,1.0
11,5,1,2,0,tertiary,1170.5,0.412
8,6,1,7,1,residential,312.0,0.311
19,6,1,9,1,trunk,1947.0,1.0
23,6,1,1,0,residential,786.7,0.099
21,0,0,6,1,trunk,1845.1,0.697
21,3,0,1,0,tertiary,331.0,0.444
7,5,1,8,1,residential,842.3,0.194
4,6,1,6,1,tertiary,1195.8,0.114
15,6,1,1,0,secondary,1118.3,0.354
15,6,1,3,0,secondary,1122.2,0.499
11,3,0,2,0,secondary,275.9,0.674
13,1,0,10,1,residential,1360.6,0.7
20,6,1,12,0,secondary,981.3,0.432
1,5,1,5,0,secondary,824.2,0.123
10,5,1,11,1,tertiary,616.7,0.417
21,3,0,9,1,trunk,1170.0,0.722
19,4,0,4,0,secondary,187.1,1.0
23,1,0,4,0,primary,1846.3,0.206
9,1,0,2,0,residential,1229.7,0.867
22,4,0,6,1,residential,540.9,0.315
